Session,Source_ID,RA_offset_ms_no_corr,RA_offset_mas_no_corr,Dec_offset_mas_no_corr,RA_std_ms_no_corr,RA_std_mas_no_corr,Dec_std_mas_no_corr,RA_offset_ms_M1,RA_offset_mas_M1,Dec_offset_mas_M1,RA_std_ms_M1,RA_std_mas_M1,Dec_std_mas_M1,RA_offset_ms_M2,RA_offset_mas_M2,Dec_offset_mas_M2,RA_std_ms_M2,RA_std_mas_M2,Dec_std_mas_M2,RA_offset_ms_M3,RA_offset_mas_M3,Dec_offset_mas_M3,RA_std_ms_M3,RA_std_mas_M3,Dec_std_mas_M3,RA_offset_ms_M4,RA_offset_mas_M4,Dec_offset_mas_M4,RA_std_ms_M4,RA_std_mas_M4,Dec_std_mas_M4,RA_offset_ms_M5,RA_offset_mas_M5,Dec_offset_mas_M5,RA_std_ms_M5,RA_std_mas_M5,Dec_std_mas_M5
17APR09KV,3C418,0.0183416297459605,0.1719438895449299,0.028913451949073,0.0071702128735472,0.0672172706252756,0.1017997061648756,0.0212942088379501,0.1996228875564087,-0.4229149200264146,0.0077620856145615,0.0727657907194636,0.1102028696671117,0.0183406573630425,0.1719347739263417,-0.664800302853358,0.0071702738240197,0.067217842006416,0.1018005715143856,0.0228937669729286,0.2146179698413948,-0.4353656546439097,0.0078277389006087,0.0733812584571025,0.1111349877710271,0.0215980935233877,0.2024716592038017,-0.1864822472219884,0.0076685144443105,0.0718886063478966,0.1088743850314329,0.0212942088379501,0.1996228875564087,-0.4229149200264146,0.0077620856145615,0.0727657907194636,0.1102028696671117
