Session,Source_ID,RA_offset_ms_no_corr,RA_offset_mas_no_corr,Dec_offset_mas_no_corr,RA_std_ms_no_corr,RA_std_mas_no_corr,Dec_std_mas_no_corr,RA_offset_ms_M1,RA_offset_mas_M1,Dec_offset_mas_M1,RA_std_ms_M1,RA_std_mas_M1,Dec_std_mas_M1,RA_offset_ms_M2,RA_offset_mas_M2,Dec_offset_mas_M2,RA_std_ms_M2,RA_std_mas_M2,Dec_std_mas_M2,RA_offset_ms_M3,RA_offset_mas_M3,Dec_offset_mas_M3,RA_std_ms_M3,RA_std_mas_M3,Dec_std_mas_M3,RA_offset_ms_M4,RA_offset_mas_M4,Dec_offset_mas_M4,RA_std_ms_M4,RA_std_mas_M4,Dec_std_mas_M4
17APR09KV,3C418,0.0183416297459605,0.1719438895449299,0.028913451949073,0.0071702128735472,0.0672172706252756,0.1017997061648756,0.0204194868086233,0.1914227924680094,0.1839054189492017,0.0081244140932868,0.0761624446039773,0.1153470590126585,0.0450166750292282,0.4220095109383777,0.2788634830008902,0.0071703547478193,0.0672186006278173,0.1018017204369024,0.0202449270779463,0.1897863795937863,0.1843973114050001,0.0084304804532694,0.0790316683928749,0.1196924621495899,0.0193879691144464,0.1817528140131095,0.1080888381387339,0.0072060140254166,0.0675528890729201,0.1023079960587659
