Session,Source_ID,RA_offset_ms_no_corr,RA_offset_mas_no_corr,Dec_offset_mas_no_corr,RA_std_ms_no_corr,RA_std_mas_no_corr,Dec_std_mas_no_corr,RA_offset_ms_M1,RA_offset_mas_M1,Dec_offset_mas_M1,RA_std_ms_M1,RA_std_mas_M1,Dec_std_mas_M1,RA_offset_ms_M2,RA_offset_mas_M2,Dec_offset_mas_M2,RA_std_ms_M2,RA_std_mas_M2,Dec_std_mas_M2,RA_offset_ms_M3,RA_offset_mas_M3,Dec_offset_mas_M3,RA_std_ms_M3,RA_std_mas_M3,Dec_std_mas_M3,RA_offset_ms_M4,RA_offset_mas_M4,Dec_offset_mas_M4,RA_std_ms_M4,RA_std_mas_M4,Dec_std_mas_M4
17APR09KV,3C418,0.0183416297459605,0.1719438895449299,0.028913451949073,0.0071702128735472,0.0672172706252756,0.1017997061648756,0.0615934867916659,0.5774090872118763,0.6625887081015662,0.0090342191165594,0.0846914257575441,0.1282640930909862,-0.0339919882477185,-0.3186584155077855,-0.4616009975326491,0.0071702320582069,0.0672174504721623,0.1017999785407107,0.0724259945901394,0.6789585978165991,0.8723671270925237,0.009272888308146,0.0869288337569612,0.1316526192062664,0.0357297419446619,0.3349490142093178,0.1934785001146153,0.0077563972646513,0.0727124651959309,0.1101221088362088
