Session,Source_ID,RA_offset_ms_no_corr,RA_offset_mas_no_corr,Dec_offset_mas_no_corr,RA_std_ms_no_corr,RA_std_mas_no_corr,Dec_std_mas_no_corr,RA_offset_ms_M1,RA_offset_mas_M1,Dec_offset_mas_M1,RA_std_ms_M1,RA_std_mas_M1,Dec_std_mas_M1,RA_offset_ms_M2,RA_offset_mas_M2,Dec_offset_mas_M2,RA_std_ms_M2,RA_std_mas_M2,Dec_std_mas_M2,RA_offset_ms_M3,RA_offset_mas_M3,Dec_offset_mas_M3,RA_std_ms_M3,RA_std_mas_M3,Dec_std_mas_M3,RA_offset_ms_M4,RA_offset_mas_M4,Dec_offset_mas_M4,RA_std_ms_M4,RA_std_mas_M4,Dec_std_mas_M4
17APR09KV,3C418,0.0183416297459605,0.1719438895449299,0.028913451949073,0.0071702128735472,0.0672172706252756,0.1017997061648756,-0.0284979566736675,-0.2671545321992143,-0.0625797066376847,0.0078405864963176,0.0735016984402494,0.1113173926021189,-0.0556655310180076,-0.5218373748345939,0.0289610655841983,0.0071701788445662,0.0672169516200707,0.1017992230355277,-0.0294907437351184,-0.2764614297432204,-0.0564638446423799,0.0078147847647216,0.0732598197114209,0.1109510703267093,-0.0005303722139653,-0.0049719824595105,0.0039001366671129,0.0075881032266806,0.0711347901541435,0.1077327399406318
