Session,Source_ID,RA_offset_ms_no_corr,RA_offset_mas_no_corr,Dec_offset_mas_no_corr,RA_std_ms_no_corr,RA_std_mas_no_corr,Dec_std_mas_no_corr,RA_offset_ms_M1,RA_offset_mas_M1,Dec_offset_mas_M1,RA_std_ms_M1,RA_std_mas_M1,Dec_std_mas_M1,RA_offset_ms_M2,RA_offset_mas_M2,Dec_offset_mas_M2,RA_std_ms_M2,RA_std_mas_M2,Dec_std_mas_M2,RA_offset_ms_M3,RA_offset_mas_M3,Dec_offset_mas_M3,RA_std_ms_M3,RA_std_mas_M3,Dec_std_mas_M3,RA_offset_ms_M4,RA_offset_mas_M4,Dec_offset_mas_M4,RA_std_ms_M4,RA_std_mas_M4,Dec_std_mas_M4
17APR09KV,3C418,0.0183416297459605,0.1719438895449299,0.028913451949073,0.0071702128735472,0.0672172706252756,0.1017997061648756,-0.0031297391320246,-0.0293397875256862,-0.2832265575487085,0.0073540533243979,0.0689406857531992,0.1044097965775135,0.047942190701633,0.4494348025076132,0.3064230215167285,0.0071702141488481,0.0672172825806034,0.1017997242710682,-0.0029166634816988,-0.0273423065716066,-0.2727655141539955,0.0073696056726483,0.0690864814805564,0.1046306023624999,0.0096140727770375,0.0901272727967875,-0.0612052688728042,0.0071892075644912,0.0673953366470447,0.1020693849025783
